hash	%cpu	%mem	attempt	chunks	complete	container	cpus	dataset	disk	duration	error_action	exit	hardware_type	inv_ctxt	memory	module	name	native_id	node_type	peak_rss	peak_vmem	process	queue	rchar	read_bytes	realtime	rss	scratch	start	status	submit	syscr	syscw	tag	task_id	threads	time	vmem	vol_ctxt	wchar	workdir	write_bytes
8c/fb57d3	198.8	5.4	1	4	1634883067398	systemsgenetics/kinc:3.4.2-gpu	2	esophagus		14509684		0	nvidia-tesla-v100	870010	8589934592		similarity_chunk (esophagus/2)	9624636284552402015	custom-v100	467111936	11855257600	similarity_chunk		67659731	1716224	12826217	456421376		1634868566537	CACHED	1634868557714	6119	4737	esophagus/2	4	2		11754545152	726	40727632791	results-esophagus/work/8c/fb57d3b7a50d61fd80825bbc620a57	40730247168
b2/ac98b9	198.5	5.4	1	4	1634868556882	systemsgenetics/kinc:3.4.2-gpu	2	esophagus		13659434		0	nvidia-tesla-v100	877020	8589934592		similarity_chunk (esophagus/3)	17110478927026917920	custom-v100	461778944	11855233024	similarity_chunk		67659470	5890048	12849901	452440064		1634854906097	CACHED	1634854897448	6086	4773	esophagus/3	3	2		11754520576	729	40760042108	results-esophagus/work/b2/ac98b906511c5ab1d1030cc8dbf553	40762601472
10/24cdf3	198.7	5.1	1	4	1635221718710	systemsgenetics/kinc:3.4.2-gpu	2	kidney		15259606		0	nvidia-tesla-v100	917228	8589934592		similarity_chunk (kidney/1)	3320871653208749193	custom-v100	436183040	11888742400	similarity_chunk		72099745	4497408	13538493	428503040		1635206467909	COMPLETED	1635206459104	6336	4543	kidney/1	14	2		11788029952	733	42090114659	results-hkll/work/10/24cdf34287bb6d2d708b53c7963e0e	42092773376
17/932b21	198.9	6.3	1	4	1635158276292	systemsgenetics/kinc:3.4.2-gpu	2	lung		24680224		0	nvidia-tesla-v100	1522604	8589934592		similarity_chunk (lung/0)	15902192916786898042	custom-v100	543424512	12257943552	similarity_chunk		111918606	28712960	22690091	530763776		1635133604955	COMPLETED	1635133596068	8838	4728	lung/0	9	2		12123672576	785	67150644993	results-hkll/work/17/932b2173bb9ab616a949448945aa2c	67154448384
20/14724e	198.8	5.1	1	4	1635237229235	systemsgenetics/kinc:3.4.2-gpu	2	kidney		15509703		0	nvidia-tesla-v100	923973	8589934592		similarity_chunk (kidney/0)	8391296350075790046	custom-v100	440356864	11888799744	similarity_chunk		72099539	3985408	13786402	431828992		1635221728425	COMPLETED	1635221719532	6313	4560	kidney/0	13	2		11788087296	718	42107023137	results-hkll/work/20/14724e65c443d849733ba8d6f664a5	42109874176
32/9ee692	198.4	3.7	1	4	1635053232252	systemsgenetics/kinc:3.4.2-gpu	2	liver		6593850		0	nvidia-tesla-v100	414534	8589934592		similarity_chunk (liver/1)	8274945101192124508	custom-v100	310177792	11687256064	similarity_chunk		35048027	102400	6026110	309907456		1635046641815	COMPLETED	1635046638402	3986	4372	liver/1	2	2		11552985088	778	20106402142	results-hkll/work/32/9ee692342e703cb95ee028569f5a38	20107747328
38/7ced04	198.5	4.4	1	4	1635068232791	systemsgenetics/kinc:3.4.2-gpu	2	liver		7399447		0	nvidia-tesla-v100	398824	8589934592		similarity_chunk (liver/3)	16683299172714242505	custom-v100	372965376	11553091584	similarity_chunk		35048009	102400	5941478	370532352		1635060842214	COMPLETED	1635060833344	3984	4371	liver/3	4	2		11553038336	716	20151731345	results-hkll/work/38/7ced04a6d79212802a6129bf1b16ea	20153053184
3f/a44c19	198.7	5.4	1	4	1635252469772	systemsgenetics/kinc:3.4.2-gpu	2	kidney		15239638		0	nvidia-tesla-v100	912790	8589934592		similarity_chunk (kidney/2)	16005821453323532190	custom-v100	470732800	11855228928	similarity_chunk		72099566	5267456	13517856	455708672		1635237238932	COMPLETED	1635237230134	6316	4569	kidney/2	15	2		11855175680	726	42127843174	results-hkll/work/3f/a44c1957b5e43927310ddd55ca76c7	42130489344
4c/e5d572	198.5	4.5	1	4	1635092063716	systemsgenetics/kinc:3.4.2-gpu	2	head-neck		7809507		0	nvidia-tesla-v100	480445	8589934592		similarity_chunk (head-neck/0)	17184036120501312053	custom-v100	400990208	11687337984	similarity_chunk		39086031	155648	7198224	375975936		1635084263148	COMPLETED	1635084254209	4284	4532	head-neck/0	5	2		11586625536	856	22842905650	results-hkll/work/4c/e5d572dfd6856d5ab3e2f451fb7373	22844469248
51/a37310	198.7	4.2	1	4	1635060832540	systemsgenetics/kinc:3.4.2-gpu	2	liver		7599427		0	nvidia-tesla-v100	422247	8589934592		similarity_chunk (liver/0)	1125657560700665788	custom-v100	355594240	11687288832	similarity_chunk		35048446	102400	6128201	355176448		1635053242015	COMPLETED	1635053233113	4039	4307	liver/0	1	2		11553017856	737	20149031392	results-hkll/work/51/a3731005a19bedceb3da0fd59d3f7b	20150390784
54/e98e4d	198.7	5.2	1	4	1635267710308	systemsgenetics/kinc:3.4.2-gpu	2	kidney		15239704		0	nvidia-tesla-v100	910117	8589934592		similarity_chunk (kidney/3)	206822752016763489	custom-v100	440004608	11888730112	similarity_chunk		72099536	4870144	13515248	434380800		1635252479520	COMPLETED	1635252470604	6317	4556	kidney/3	16	2		11788017664	868	41997288129	results-hkll/work/54/e98e4dedc669392357f429992b8390	41999929344
74/6c7731	198.6	4.7	1	4	1635084253418	systemsgenetics/kinc:3.4.2-gpu	2	head-neck		8509492		0	nvidia-tesla-v100	472951	8589934592		similarity_chunk (head-neck/1)	11489318647706151019	custom-v100	401608704	11620192256	similarity_chunk		39086135	110592	7023132	392495104		1635075752834	COMPLETED	1635075743926	4296	4529	head-neck/1	6	2		11586588672	753	22777280341	results-hkll/work/74/6c773177251a7e7f00f6e8b285deff	22778769408
76/bf34c4	198.9	6.4	1	4	1635206458209	systemsgenetics/kinc:3.4.2-gpu	2	lung		24000181		0	nvidia-tesla-v100	1471444	8589934592		similarity_chunk (lung/3)	14210776157722125622	custom-v100	539238400	12257964032	similarity_chunk		111918527	28463104	22011924	535347200		1635182466958	COMPLETED	1635182458028	8828	4730	lung/3	12	2		12123697152	739	67174389536	results-hkll/work/76/bf34c47c4ac21c9369e31d1f0b3aa2	67178041344
9b/103173	198.5	4.3	1	4	1635075743143	systemsgenetics/kinc:3.4.2-gpu	2	liver		7509442		0	nvidia-tesla-v100	410376	8589934592		similarity_chunk (liver/2)	17022710148823720462	custom-v100	364769280	11620163584	similarity_chunk		35048050	110592	6036502	362868736		1635068242522	COMPLETED	1635068233701	3989	4369	liver/2	3	2		11553001472	732	20168387723	results-hkll/work/9b/103173e2254916294912d163a782e0	20169728000
a7/af3bf2	198.4	4.7	1	4	1635100584092	systemsgenetics/kinc:3.4.2-gpu	2	head-neck		8519611		0	nvidia-tesla-v100	480197	8589934592		similarity_chunk (head-neck/3)	1744659253002649250	custom-v100	397078528	11620208640	similarity_chunk		39086005	102400	7014269	392646656		1635092073475	COMPLETED	1635092064481	4280	4536	head-neck/3	8	2		11586605056	740	22706144801	results-hkll/work/a7/af3bf285a47520baaaafcf65cc7f48	22707646464
ab/89a1cd	198.5	4.7	1	4	1635109104428	systemsgenetics/kinc:3.4.2-gpu	2	head-neck		8519518		0	nvidia-tesla-v100	474322	8589934592		similarity_chunk (head-neck/2)	9634852388764895959	custom-v100	409870336	11653754880	similarity_chunk		39086068	102400	7011437	392392704		1635100593795	COMPLETED	1635100584910	4288	4531	head-neck/2	7	2		11586592768	727	22825580227	results-hkll/work/ab/89a1cdddbba956893ae6c5cb4f7bbd	22827085824
ae/d3866e	198.7	6.4	1	4	1635133595240	systemsgenetics/kinc:3.4.2-gpu	2	lung		24490000		0	nvidia-tesla-v100	1523576	8589934592		similarity_chunk (lung/1)	1120436527653880536	custom-v100	539504640	12190838784	similarity_chunk		111918492	28479488	22488765	535085056		1635109114122	COMPLETED	1635109105240	8823	4740	lung/1	10	2		12123680768	1147	67183836483	results-hkll/work/ae/d3866e10f2fe991024611d2c9e25c5	67187544064
b7/4c4d3c	198.8	6.3	1	4	1635182457228	systemsgenetics/kinc:3.4.2-gpu	2	lung		24180153		0	nvidia-tesla-v100	1493218	8589934592		similarity_chunk (lung/2)	18288843839268281095	custom-v100	539361280	12258021376	similarity_chunk		111918494	28590080	22199469	529641472		1635158285985	COMPLETED	1635158277075	8823	4740	lung/2	11	2		12123754496	853	67066242706	results-hkll/work/b7/4c4d3ce9d7db32ed6fd1948878ae38	67069960192
0b/b50371	194.2	3.1	1	4	1635443595692	systemsgenetics/kinc:3.4.2-gpu	2	salivary		1639240		0	nvidia-tesla-v100	28780	8589934592		similarity_chunk (salivary/2)	550603379663642060	custom-v100	263090176	11418812416	similarity_chunk		4859731	106496	367260	263090176		1635441965518	COMPLETED	1635441956452	2122	4632	salivary/2	15	2		11284541440	771	2790670939	results-prss/work/0b/b5037186611e9d6625b8f9a508e5af	2790760448
19/dd7bdd	196.5	3.1	1	4	1635352836280	systemsgenetics/kinc:3.4.2-gpu	2	rectum		2179089		0	nvidia-tesla-v100	65186	8589934592		similarity_chunk (rectum/3)	2875187277265705632	custom-v100	269463552	11385282560	similarity_chunk		8072541	102400	891653	264597504		1635350666037	COMPLETED	1635350657191	2339	4563	rectum/3	4	2		11318120448	762	4553723357	results-prss/work/19/dd7bdd33c1c6871ac38316bb54530d	4553961472
1e/f06939	198.7	4.8	1	4	1635384807423	systemsgenetics/kinc:3.4.2-gpu	2	prostate		10059423		0	nvidia-tesla-v100	568814	8589934592		similarity_chunk (prostate/3)	1955636566887147636	custom-v100	414887936	11687301120	similarity_chunk		44854365	110592	8510747	405798912		1635374756870	COMPLETED	1635374748000	4643	4475	prostate/3	8	2		11653697536	731	26003529874	results-prss/work/1e/f069390c664a0432f8acd7b1b7cb9c	26005344256
3e/c65844	196.6	3.2	1	4	1635350656350	systemsgenetics/kinc:3.4.2-gpu	2	rectum		3409169		0	nvidia-tesla-v100	67479	8589934592		similarity_chunk (rectum/0)	4903132301478843563	custom-v100	272826368	11452358656	similarity_chunk		8072789	110592	898136	271265792		1635347255905	COMPLETED	1635347247181	2370	4546	rectum/0	1	2		11318087680	724	4572427831	results-prss/work/3e/c6584468b408b976c4c496b3b02138	4572639232
44/21f147	198.7	4.8	1	4	1635427595282	systemsgenetics/kinc:3.4.2-gpu	2	stomach		11179618		0	nvidia-tesla-v100	648624	8589934592		similarity_chunk (stomach/2)	1570142096681826938	custom-v100	413708288	11720986624	similarity_chunk		49013640	106496	9584057	404090880		1635416424593	COMPLETED	1635416415664	5023	4895	stomach/2	11	2		11687383040	730	29908933984	results-prss/work/44/21f1476a5bb70d54dad2c90a729720	29910982656
4d/a13fa9	198.8	4.6	1	4	1635438645731	systemsgenetics/kinc:3.4.2-gpu	2	stomach		11049547		0	nvidia-tesla-v100	642463	8589934592		similarity_chunk (stomach/3)	7784683484796987900	custom-v100	398974976	11720974336	similarity_chunk		49013829	102400	9471738	390385664		1635427604961	COMPLETED	1635427596184	5047	4864	stomach/3	12	2		11687370752	728	29813357992	results-prss/work/4d/a13fa952b0ce182084f0039797b454	29815369728
60/7f6db9	196.7	3.1	1	4	1635355006448	systemsgenetics/kinc:3.4.2-gpu	2	rectum		2169331		0	nvidia-tesla-v100	64649	8589934592		similarity_chunk (rectum/2)	13667004374729628796	custom-v100	264871936	11385257984	similarity_chunk		8072650	110592	893478	264871936		1635352846085	COMPLETED	1635352837117	2353	4556	rectum/2	3	2		11318095872	725	4578431351	results-prss/work/60/7f6db9a6e59558fd3bcd876bda34fe	4578664448
62/9e484d	194.2	3.1	1	4	1635440305633	systemsgenetics/kinc:3.4.2-gpu	2	salivary		1658832		0	nvidia-tesla-v100	29480	8589934592		similarity_chunk (salivary/1)	11004675542649186764	custom-v100	264798208	11418861568	similarity_chunk		4859859	102400	369318	263147520		1635438655362	COMPLETED	1635438646801	2136	4625	salivary/1	13	2		11284590592	775	2800661023	results-prss/work/62/9e484d8a8044ff87a6225c6f4357d6	2800734208
75/b19a8d	198.7	4.9	1	4	1635416414830	systemsgenetics/kinc:3.4.2-gpu	2	stomach		11299574		0	nvidia-tesla-v100	659475	8589934592		similarity_chunk (stomach/0)	14530947513062756687	custom-v100	423575552	11721031680	similarity_chunk		49013712	110592	9707007	414969856		1635405124138	COMPLETED	1635405115256	5032	4889	stomach/0	9	2		11687428096	731	29860593399	results-prss/work/75/b19a8d7f80828360ad67f167224b3f	29862658048
77/7ea2eb	198.8	4.5	1	4	1635364386817	systemsgenetics/kinc:3.4.2-gpu	2	prostate		9379470		0	nvidia-tesla-v100	588298	8589934592		similarity_chunk (prostate/1)	10275168005918967865	custom-v100	384245760	11687260160	similarity_chunk		44854501	102400	8737832	378839040		1635355016160	COMPLETED	1635355007347	4661	4454	prostate/1	6	2		11653656576	733	26206321593	results-prss/work/77/7ea2eb9dd097a97559a68267e3458d	26208194560
a4/3dec84	198.7	4.8	1	4	1635374747198	systemsgenetics/kinc:3.4.2-gpu	2	prostate		10359385		0	nvidia-tesla-v100	608213	8589934592		similarity_chunk (prostate/0)	13348342204502237980	custom-v100	414711808	11687329792	similarity_chunk		44854296	102400	8828167	405590016		1635364396532	COMPLETED	1635364387813	4643	4474	prostate/0	5	2		11653726208	722	26212342353	results-prss/work/a4/3dec84e1cbc34ee6fdf9a0c1529f3d	26214256640
b8/f5033e	198.9	4.6	1	4	1635405114415	systemsgenetics/kinc:3.4.2-gpu	2	stomach		10165445		0	nvidia-tesla-v100	636758	8589934592		similarity_chunk (stomach/1)	5903786692162936796	custom-v100	398819328	11788156928	similarity_chunk		49013828	102400	9481394	390250496		1635394957862	COMPLETED	1635394948970	5046	4868	stomach/1	10	2		11687444480	911	29733832822	results-prss/work/b8/f5033e3702c18ec66ac158d3970056	29735862272
db/8589f4	196.5	3.1	1	4	1635347246257	systemsgenetics/kinc:3.4.2-gpu	2	rectum		1274513		0	nvidia-tesla-v100	66461	8589934592		similarity_chunk (rectum/1)	10150815583309398039	custom-v100	257560576	11385294848	similarity_chunk		8072692	110592	892776	257290240		1635345976012	COMPLETED	1635345971744	2360	4559	rectum/1	2	2		11318132736	733	4533812135	results-prss/work/db/8589f42afb33a0e13543b29d54e4d1	4534054912
e8/e172d9	198.8	4.9	1	4	1635394948148	systemsgenetics/kinc:3.4.2-gpu	2	prostate		10139882		0	nvidia-tesla-v100	575547	8589934592		similarity_chunk (prostate/2)	14585252433205285559	custom-v100	421048320	11754446848	similarity_chunk		44854309	110592	8583557	412520448		1635384817231	COMPLETED	1635384808266	4636	4476	prostate/2	7	2		11653734400	729	26186525289	results-prss/work/e8/e172d9c1b9fc103e6303d6d3072743	26188349440
f8/87e88b	193.7	3.1	1	4	1635445256009	systemsgenetics/kinc:3.4.2-gpu	2	salivary		1659529		0	nvidia-tesla-v100	29607	8589934592		similarity_chunk (salivary/3)	12419652884316185055	custom-v100	261746688	11351744512	similarity_chunk		4859587	106496	372158	261746688		1635443605523	COMPLETED	1635443596480	2103	4619	salivary/3	16	2		11284582400	725	2807572313	results-prss/work/f8/87e88b6e9c414a58d0421a16abdcca	2807648256
fa/96c5a3	194.6	3.1	1	4	1635441955746	systemsgenetics/kinc:3.4.2-gpu	2	salivary		1649145		0	nvidia-tesla-v100	28183	8589934592		similarity_chunk (salivary/0)	14080165460233937889	custom-v100	260403200	11418849280	similarity_chunk		4859911	102400	374615	260132864		1635440315418	COMPLETED	1635440306601	2143	4603	salivary/0	14	2		11284578304	732	2798509963	results-prss/work/fa/96c5a35dd74f7f775d0d93269a8409	2798587904
16/77690e	198.7	5.0	1	4	1635549271519	systemsgenetics/kinc:3.4.2-gpu	2	thyroid		13549602		0	nvidia-tesla-v100	795796	8589934592		similarity_chunk (thyroid/1)	10916899812034119786	custom-v100	425848832	11788001280	similarity_chunk		63165259	102400	11898735	415076352		1635535730730	COMPLETED	1635535721917	5767	4581	thyroid/1	6	2		11687288832	727	36389691970	results-tu/work/16/77690eaf53291d2f714d747b35991b	36392001536
5a/1f8fbf	198.3	3.9	1	4	1635530230783	systemsgenetics/kinc:3.4.2-gpu	2	uterus		5439237		0	nvidia-tesla-v100	280617	8589934592		similarity_chunk (uterus/2)	13101403768285706759	custom-v100	332611584	11553136640	similarity_chunk		23303332	102400	4034189	330129408		1635524800371	COMPLETED	1635524791546	3355	4603	uterus/2	3	2		11418865664	737	13768813135	results-tu/work/5a/1f8fbf06f01eb8edfeb5ac44d253d4	13769711616
74/e967b8	198.3	3.9	1	4	1635524790676	systemsgenetics/kinc:3.4.2-gpu	2	uterus		4598889		0	nvidia-tesla-v100	278356	8589934592		similarity_chunk (uterus/0)	8806431085801700142	custom-v100	339935232	11486007296	similarity_chunk		23303275	110592	4105133	331677696		1635520200201	COMPLETED	1635520191787	3348	4611	uterus/0	2	2		11418845184	725	13812179778	results-tu/work/74/e967b8bac94a6f976e443607f5eb96	13813133312
8c/0f36a1	198.4	5.2	1	4	1635576482607	systemsgenetics/kinc:3.4.2-gpu	2	thyroid		13529146		0	nvidia-tesla-v100	985456	8589934592		similarity_chunk (thyroid/2)	16470983368829417456	custom-v100	442970112	11788095488	similarity_chunk		63165933	98304	11776298	433360896		1635562961771	COMPLETED	1635562953461	5770	4576	thyroid/2	7	2		11687383040	741	36230975674	results-tu/work/8c/0f36a1f9885896aea21a744be95e3f	36233240576
bc/0de262	198.9	5.0	1	4	1635562952029	systemsgenetics/kinc:3.4.2-gpu	2	thyroid		13679679		0	nvidia-tesla-v100	872513	8589934592		similarity_chunk (thyroid/0)	5594744676369921509	custom-v100	426459136	11721003008	similarity_chunk		63166273	98304	11990980	417660928		1635549281303	COMPLETED	1635549272350	5812	4528	thyroid/0	5	2		11687399424	756	36255819732	results-tu/work/bc/0de2629b73e0d67a428fbe651c402e	36258111488
e0/54a95b	198.6	5.4	1	4	1635590053081	systemsgenetics/kinc:3.4.2-gpu	2	thyroid		13569696		0	nvidia-tesla-v100	922141	8589934592		similarity_chunk (thyroid/3)	10860377715865338765	custom-v100	458256384	11720990720	similarity_chunk		63166042	98304	11784417	449728512		1635576492277	COMPLETED	1635576483385	5784	4575	thyroid/3	8	2		11687387136	740	36366400286	results-tu/work/e0/54a95b24a9b1ff2507a18ca1708258	36368678912
ed/7ae1fc	198.3	3.9	1	4	1635520190571	systemsgenetics/kinc:3.4.2-gpu	2	uterus		4573762		0	nvidia-tesla-v100	282899	8589934592		similarity_chunk (uterus/1)	1883994795282344834	custom-v100	339357696	11486027776	similarity_chunk		23303175	102400	4077090	331751424		1635515620123	COMPLETED	1635515616809	3335	4629	uterus/1	1	2		11418865664	723	13811084375	results-tu/work/ed/7ae1fccc3327865d5692d676223f80	13811998720
f7/d0d98d	198.2	4.0	1	4	1635535721057	systemsgenetics/kinc:3.4.2-gpu	2	uterus		5489320		0	nvidia-tesla-v100	279188	8589934592		similarity_chunk (uterus/3)	18047432495817102661	custom-v100	337534976	11418898432	similarity_chunk		23303236	102400	4060490	335912960		1635530240503	COMPLETED	1635530231737	3343	4617	uterus/3	4	2		11418845184	743	13746074826	results-tu/work/f7/d0d98d661c17c7cc438f64a676220e	13746978816
02/964182	195.6	5.0	1	4	1635973009843	systemsgenetics/kinc:3.4.2-gpu	2	breast.001.004		2529346		0	nvidia-tesla-v100	101799	8589934592		similarity_chunk (breast.001.004/0)	4685641630447407367	custom-v100	429973504	11853508608	similarity_chunk		23814024	102400	1223042	417574912		1635970489490	COMPLETED	1635970480497	2152	487	breast.001.004/0	9	2		11853455360	1008	3412275940	results-breast-001/work/02/964182f4f5e57ea1b745f2bff88846	3412508672
17/f172ca	196.6	4.8	1	4	1635980620081	systemsgenetics/kinc:3.4.2-gpu	2	breast.001.004		2539046		0	nvidia-tesla-v100	97037	8589934592		similarity_chunk (breast.001.004/3)	14799617371009918189	custom-v100	405655552	11853410304	similarity_chunk		23814019	98304	1212142	402673664		1635978089743	COMPLETED	1635978081035	2150	485	breast.001.004/3	12	2		11853357056	750	3411567188	results-breast-001/work/17/f172ca4149981613f76abf89a4d085	3411808256
19/18a027	195.0	3.6	1	4	1635984310271	systemsgenetics/kinc:3.4.2-gpu	2	breast.001.001		1519205		0	nvidia-tesla-v100	24356	8589934592		similarity_chunk (breast.001.001/2)	2974604486909386764	custom-v100	304578560	11450675200	similarity_chunk		6301422	0	273901	304578560		1635982799914	COMPLETED	1635982791066	1090	474	breast.001.001/2	15	2		11383513088	824	844747276	results-breast-001/work/19/18a02743927a98cdc85d530f4588a1	844836864
2a/2d22cb	194.3	3.4	1	4	1635982790173	systemsgenetics/kinc:3.4.2-gpu	2	breast.001.001		629059		0	nvidia-tesla-v100	26601	8589934592		similarity_chunk (breast.001.001/1)	9349859650726981733	custom-v100	288600064	11517751296	similarity_chunk		6301398	0	274233	288600064		1635982169902	COMPLETED	1635982161114	1085	481	breast.001.001/1	14	2		11383480320	783	845802196	results-breast-001/work/2a/2d22cb0303d7394ca0aa7d9fc7f2d6	845873152
34/325aa6	196.3	4.6	1	4	1635970479644	systemsgenetics/kinc:3.4.2-gpu	2	breast.001.003		2119062		0	nvidia-tesla-v100	74009	8589934592		similarity_chunk (breast.001.003/3)	7247359573487624753	custom-v100	386207744	11786252288	similarity_chunk		17971028	98304	834247	385912832		1635968369449	COMPLETED	1635968360582	1795	481	breast.001.003/3	8	2		11685539840	744	2504664645	results-breast-001/work/34/325aa62f3d79a88c51e7e432ea8b31	2504830976
